Facility ID,LGA Name,Facility Name,Facility_AutoNumber,Street #,Street Name,Street Type,Suburb/Town,Pcode,Melway Ref,VicRoads Ref,Latitude,Longitude,Facility Ownership,Facility Purpose,Facility Category,CFA Safer Place?,Access_,FaciltySportPlayedID,Facility ID,Sports Played,Number of Field/Courts,Field/Surface Type,Age of Facility,Condition of Facility,Facility Upgrade Age,Changerooms,Facility Features,Spectator numbers for seating/shelter,FullAddress,MelwaysVicRoadsRef
MURRIN5460,Murrindindi Shire Council,Terip Terip Recreation Reserve,5460,8,Springs,Road,TERIP TERIP,3719,,,-37.000856,145.553225,,,,FALSE,,27737,MURRIN5460,Netball,1.00,Synthetic,11 - 25 Years,4. Good,1 - 5 Years,"Female, Male, Umpire/Officials",,,"8 Springs Road, TERIP TERIP 3719",
MURRIN11024,Murrindindi Shire Council,Thornton Recreation Reserve ,3310,1340,Thornton Taggerty,Road,THORNTON,3712,,62 E6,-37.257273,145.798253,,,,FALSE,,23882,MURRIN11024,Netball,1.00,,,,,"Female, Male",Toilets (Outdoor - Public),,"1340 Thornton Taggerty Road, THORNTON 3712",62 E6
MURRIN11028,Murrindindi Shire Council,Yea Recreation Reserve ,3316,18,Snodgrass,Street,YEA,3717,,681 S8,-37.209276,145.423514,,,,FALSE,,23889,MURRIN11028,Netball,1.00,,,,,,,,"18 Snodgrass Street, YEA 3717",681 S8
MURRIN11016,Murrindindi Shire Council,Kinglake Indoor Sports Stadium,3300,,Extons,Road,KINGLAKE,3763,380 B2,,-37.508466,145.315298,,,,FALSE,,23867,MURRIN11016,Netball (Indoor),,,,,,,,," Extons Road, KINGLAKE 3763",380 B2
MURRIN5462,Murrindindi Shire Council,Yea High School,5462,,Racecourse,Road,YEA,3717,,,-37.215178,145.40722,,,,FALSE,,27739,MURRIN5462,Netball (Indoor),1.00,Wooden Gymnasium,11 - 25 Years,3. Average,,"Female, Male, Umpire/Officials",,," Racecourse Road, YEA 3717",
MURRIN10999,Murrindindi Shire Council,Alexandra Skate Park ,3288,51,Downey,Street,ALEXANDRA,3714,,680 E4,-37.191655,145.707648,,,,FALSE,,23841,MURRIN10999,Skating,,,6 - 10 Years,,,,,,"51 Downey Street, ALEXANDRA 3714",680 E4
MURRIN11014,Murrindindi Shire Council,Bollygum Skate Park ,3290,40,Whittlesea,Road,KINGLAKE,3763,380 E10,,-37.529499,145.339448,,,,FALSE,,23861,MURRIN11014,Skating,,,0 - 5 Years,4. Good,,,Toilets (Outdoor - Public),,"40 Whittlesea Road, KINGLAKE 3763",380 E10
MURRIN5455,Murrindindi Shire Council,Flowerdale Skate Park,5455,3380,Whittlesea - Yea,Road,FLOWERDALE,3717,,,-37.333946,145.3371,,,,FALSE,,27729,MURRIN5455,Skating,,,0 - 5 Years,,,,,,"3380 Whittlesea - Yea Road, FLOWERDALE 3717",
MURRIN11021,Murrindindi Shire Council,Gallipoli Park,3298,51,Falls,Road,MARYSVILLE,3779,,680 H10,-37.512886,145.750838,,,,FALSE,,27732,MURRIN11021,Skating,,,0 - 5 Years,,,,,,"51 Falls Road, MARYSVILLE 3779",680 H10
MURRIN11029,Murrindindi Shire Council,Yea Skate Park ,3317,16,Station,Street,YEA,3717,,681 T9,-37.214494,145.430039,,,,FALSE,,23892,MURRIN11029,Skating,,,0 - 5 Years,4. Good,,,Toilets (Outdoor - Public),,"16 Station Street, YEA 3717",681 T9
MURRIN11001,Murrindindi Shire Council,Leckie Park,3303,22,Vickery,Street,ALEXANDRA,3714,,680 F3,-37.187871,145.712598,,,,FALSE,,23845,MURRIN11001,Soccer,1.00,Grass,11 - 25 Years,,,Male,Toilets (Outdoor - Public),,"22 Vickery Street, ALEXANDRA 3714",680 F3
MURRIN11000,Murrindindi Shire Council,Alexandra Swimming Pool,3289,,Perkins,Street,ALEXANDRA,3714,,680 F3,-37.188914,145.713059,,,,FALSE,,23842,MURRIN11000,Swimming,,,26 - 50 Years,4. Good,,"Female, Male","Flood Lighting (50 - 99 Lux), Office Facilities, Parking Bay(s) for the disabled, Toilets (Disabled)",," Perkins Street, ALEXANDRA 3714",680 F3
MURRIN11008,Murrindindi Shire Council,Eildon Swimming Pool,3297,,High,Street,EILDON,3713,,681 O3,-37.232993,145.907981,,,,FALSE,,23852,MURRIN11008,Swimming,,,26 - 50 Years,4. Good,,"Female, Male","Flood Lighting (50 - 99 Lux), Office Facilities, Toilets (Disabled)",," High Street, EILDON 3713",681 O3
MURRIN11020,Murrindindi Shire Council,Marysville Swimming Pool,3304,,Falls,Road,MARYSVILLE,3779,,680 H10,-37.51132,145.748758,,,,FALSE,,23873,MURRIN11020,Swimming,,,26 - 50 Years,4. Good,,"Female, Male","Office Facilities, Toilets (Disabled), Toilets (Outdoor - Public)",," Falls Road, MARYSVILLE 3779",680 H10
MURRIN11030,Murrindindi Shire Council,Yea Swimming Pool,3318,,High,Street,YEA,3717,,681 R9,-37.212488,145.42224,,,,FALSE,,23893,MURRIN11030,Swimming,,,26 - 50 Years,4. Good,,"Female, Male","Office Facilities, Toilets (Disabled), Toilets (Outdoor - Public)",," High Street, YEA 3717",681 R9
MURRIN11002,Murrindindi Shire Council,Alexandra Lawn Tennis Club,3286,,Perkins,Street,ALEXANDRA,3714,,680 F3,-37.188457,145.71565,,,,FALSE,,23846,MURRIN11002,Tennis (Outdoor),12.00,Grass,,,,,,," Perkins Street, ALEXANDRA 3714",680 F3
MURRIN11006,Murrindindi Shire Council,Buxton Recreation Reserve ,3292,2,Mareeba,Avenue,BUXTON,3711,,62 D8,-37.425818,145.706144,,,,FALSE,,23850,MURRIN11006,Tennis (Outdoor),,,,,,,"Toilets (Disabled), Toilets (Outdoor - Public)",,"2 Mareeba Avenue, BUXTON 3711",62 D8
MURRIN11007,Murrindindi Shire Council,Eildon Recreation Reserve ,3296,2,Eildon,Road,EILDON,3713,,681 O3,-37.233864,145.911676,,,,FALSE,,23851,MURRIN11007,Tennis (Outdoor),,,,,,,,,"2 Eildon Road, EILDON 3713",681 O3
MURRIN11021,Murrindindi Shire Council,Gallipoli Park,3298,51,Falls,Road,MARYSVILLE,3779,,680 H10,-37.512886,145.750838,,,,FALSE,,23877,MURRIN11021,Tennis (Outdoor),2.00,Synthetic,26 - 50 Years,3. Average,,,,,"51 Falls Road, MARYSVILLE 3779",680 H10
MURRIN11013,Murrindindi Shire Council,Gobur Racecourse and Recreation Reserve ,3299,45,Golfcourse,Road,GOBUR,3719,,62 B2,-37.016799,145.603938,,,,FALSE,,23859,MURRIN11013,Tennis (Outdoor),2.00,,,,,,,,"45 Golfcourse Road, GOBUR 3719",62 B2
MURRIN11015,Murrindindi Shire Council,Kinglake Memorial Reserve,3301,1,Extons,Road,KINGLAKE,3763,380 B2,,-37.50953,145.315931,,,,FALSE,,23865,MURRIN11015,Tennis (Outdoor),4.00,Synthetic,11 - 25 Years,4. Good,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Flood Lighting (100 + Lux), Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Faciliti",,"1 Extons Road, KINGLAKE 3763",380 B2
MURRIN11017,Murrindindi Shire Council,Kinglake West Recreation Reserve ,3302,1061,Whittlesea Kinglake,Road,KINGLAKE WEST,3757,,61 F9,-37.482366,145.257622,,,,FALSE,,23869,MURRIN11017,Tennis (Outdoor),2.00,Plexipave,,,,,Toilets (Outdoor - Public),,"1061 Whittlesea Kinglake Road, KINGLAKE WEST 3757",61 F9
MURRIN11012,Murrindindi Shire Council,Spring Valley Recreation Reserve ,3308,748,Spring Valley,Road,FLOWERDALE,3717,,61 F6,-37.291851,145.299709,,,,FALSE,,23858,MURRIN11012,Tennis (Outdoor),4.00,,,,,,,,"748 Spring Valley Road, FLOWERDALE 3717",61 F6
MURRIN5459,Murrindindi Shire Council,Strath Creek Recreation Reserve,5459,3,Ferguson,Street,STRATH CREEK,,,,-37.237832,145.219852,,,,FALSE,,27736,MURRIN5459,Tennis (Outdoor),3.00,Plexipave,0 - 5 Years,4. Good,,"Female, Male",,,"3 Ferguson Street, STRATH CREEK ",
MURRIN11023,Murrindindi Shire Council,Terip Terip Recreation Reserve ,3309,8,Springs,Road,TERIP TERIP,3719,,47 A9,-37.000935,145.553335,,,,FALSE,,23879,MURRIN11023,Tennis (Outdoor),3.00,Artificial Turf,0 - 5 Years,5. Very Good,N/A,,,,"8 Springs Road, TERIP TERIP 3719",47 A9
MURRIN5461,Murrindindi Shire Council,Toolangi Tennis Club,5461,1717,Healesville-Kinglake,Road,TOOLANGI,3777,,,-3753826,145.473367,,,,FALSE,,27738,MURRIN5461,Tennis (Outdoor),2.00,Clay,26 - 50 Years,1. Very Poor,,,,,"1717 Healesville-Kinglake Road, TOOLANGI 3777",
MURRIN11026,Murrindindi Shire Council,Yarck Recreation Reserve ,3312,14,Yarck,Road,YARCK,3714,,62 B3,-37.098976,145.615549,,,,FALSE,,23885,MURRIN11026,Tennis (Outdoor),,,,,,,,,"14 Yarck Road, YARCK 3714",62 B3
MURRIN11028,Murrindindi Shire Council,Yea Recreation Reserve ,3316,18,Snodgrass,Street,YEA,3717,,681 S8,-37.209276,145.423514,,,,FALSE,,23890,MURRIN11028,Tennis (Outdoor),5.00,Clay,,,,,,,"18 Snodgrass Street, YEA 3717",681 S8
NILLUM11024,Nillumbik Shire Council,AE Cracknell Reserve ,2656,18,Bishops,Road,PANTON HILL  ,3759,263 K9,,-37.643022,145.240376,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25885,NILLUM11024,,,,,,,,,,"18 Bishops Road, PANTON HILL   3759",263 K9
NILLUM11027,Nillumbik Shire Council,Ben Frilay Oval ,2659,36,Graysharps,Road,HURSTBRIDGE  ,3099,185 J8,,-37.639705,145.189896,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",25890,NILLUM11027,,,,,,,,,,"36 Graysharps Road, HURSTBRIDGE   3099",185 J8
NILLUM11029,Nillumbik Shire Council,Campbell Street Reserve  ,2661,50,Challenger,Street,DIAMOND CREEK,3089,11 K7,,-37.679126,145.149238,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Playing Areas, Spectator Areas",25894,NILLUM11029,,,,,,,,,,"50 Challenger Street, DIAMOND CREEK 3089",11 K7
NILLUM11037,Nillumbik Shire Council,Diamond Creek Netball Reserve,3931,1,Diamond  ,Street,DIAMOND CREEK,3089,11 K6,,-37.674445,145.152371,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Spectator Areas, Sports Pavilion / Clubrooms",25909,NILLUM11037,,,,,,,,,,"1 Diamond   Street, DIAMOND CREEK 3089",11 K6
NILLUM11046,Nillumbik Shire Council,Eltham Tennis Club,3943,,Youth,Road,ELTHAM,3095,21 J4,,-37.713038,145.146583,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Sports Pavilion / Clubrooms",27973,NILLUM11046,,,,,,,,,," Youth Road, ELTHAM 3095",21 J4
NILLUM11049,Nillumbik Shire Council,Kangaroo Ground Community Oval,3947,20,Graham,Road,KANGAROO GROUND,3097,271 D11,,-37.690641,145.214153,State School Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25937,NILLUM11049,,,,,,,,,,"20 Graham Road, KANGAROO GROUND 3097",271 D11
NILLUM11058,Nillumbik Shire Council,Susan Street Oval,3958,50,Susan ,Street,ELTHAM,3095,21 H6,,-37.719712,145.143718,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25959,NILLUM11058,,,,,,,,,,"50 Susan  Street, ELTHAM 3095",21 H6
NILLUM11038,Nillumbik Shire Council,Diamond Valley Archers,3934,651,Yan Yean ,Road,YARRAMBAT,3091,184 F5,,-37.626726,145.132744,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,Parking,25910,NILLUM11038,Archery,1.00,Outdoor Archery,26 - 50 Years,3. Average,,"Female, Male","Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",,"651 Yan Yean  Road, YARRAMBAT 3091",184 F5
NILLUM11024,Nillumbik Shire Council,AE Cracknell Reserve ,2656,18,Bishops,Road,PANTON HILL  ,3759,263 K9,,-37.643022,145.240376,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25883,NILLUM11024,Australian Rules Football,1.00,Grass,11 - 25 Years,3. Average,,Unisex,"Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (100 + Lux), Liquor License / Bar, Parking Bay(s) for the disabled",,"18 Bishops Road, PANTON HILL   3759",263 K9
NILLUM11027,Nillumbik Shire Council,Ben Frilay Oval ,2659,36,Graysharps,Road,HURSTBRIDGE  ,3099,185 J8,,-37.639705,145.189896,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",25888,NILLUM11027,Australian Rules Football,1.00,Grass,26 - 50 Years,3. Average,N/A,"Female, Male","Canteen / Kiosk, Flood Lighting (100 + Lux), Liquor License / Bar, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",,"36 Graysharps Road, HURSTBRIDGE   3099",185 J8
NILLUM11032,Nillumbik Shire Council,Coventry Oval  ,3928,1,Elizabeth,Street,DIAMOND CREEK,3089,12 A5,,-37.672239,145.155059,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25899,NILLUM11032,Australian Rules Football,1.00,Grass,26 - 50 Years,2. Poor,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (100 + Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms)",,"1 Elizabeth Street, DIAMOND CREEK 3089",12 A5
NILLUM11036,Nillumbik Shire Council,Diamond Hills Reserve ,3933,11,Diamond Hills ,Drive,GREENSBOROUGH  ,3088,11 B9,,-37.68462,145.115473,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,Parking,25906,NILLUM11036,Australian Rules Football,1.00,Grass,26 - 50 Years,3. Average,,"Female, Male","Parking Bay(s) for the disabled, Toilets (Outdoor - Public)",,"11 Diamond Hills  Drive, GREENSBOROUGH   3088",11 B9
NILLUM11040,Nillumbik Shire Council,Eltham Central Park  ,3936,18,Panther,Place,ELTHAM,3095,21 J5,,-37.715227,145.145378,Local Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,"Canteen / Kiosk, Parking, Playing Areas, Sports Pavilion / Clubrooms",25918,NILLUM11040,Australian Rules Football,1.00,Grass,11 - 25 Years,2. Poor,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Media Facilities, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",,"18 Panther Place, ELTHAM 3095",21 J5
NILLUM11047,Nillumbik Shire Council,Hurstbridge Sports Oval,3944,50,Graysharps,Road,HURSTBRIDGE  ,3099,185 J9,,-37.642406,145.189392,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Playing Areas",25933,NILLUM11047,Australian Rules Football,1.00,Grass,0 - 5 Years,5. Very Good,,,Flood Lighting (50 - 99 Lux),,"50 Graysharps Road, HURSTBRIDGE   3099",185 J9
NILLUM11050,Nillumbik Shire Council,Marngrook Oval   ,3949,28,Main Hurstbridge ,Road,DIAMOND CREEK,3089,12 A6,,-37.674349,145.154629,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25938,NILLUM11050,Australian Rules Football,1.00,Grass,26 - 50 Years,2. Poor,,,"Flood Lighting (50 - 99 Lux), Parking Bay(s) for the disabled",,"28 Main Hurstbridge  Road, DIAMOND CREEK 3089",12 A6
NILLUM11052,Nillumbik Shire Council,Plenty Park,3951,107,Yan Yean ,Road,PLENTY,3090,11 D5,,-37.672041,145.123919,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25943,NILLUM11052,Australian Rules Football,1.00,Grass,11 - 25 Years,3. Average,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (100 + Lux), Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public)",,"107 Yan Yean  Road, PLENTY 3090",11 D5
NILLUM11054,Nillumbik Shire Council,Research Park  ,3953,1459,Main,Road,RESEARCH,3095,22 F1,,-37.701712,145.177841,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Canteen / Kiosk, Changerooms, Parking, Sports Pavilion / Clubrooms",25949,NILLUM11054,Australian Rules Football,1.00,Grass,26 - 50 Years,2. Poor,,"Female, Male","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (100 + Lux), Parking Bay(s) for the disabled, Toilets (Within Sports Pavilion / Clubrooms)",,"1459 Main Road, RESEARCH 3095",22 F1
NILLUM11058,Nillumbik Shire Council,Susan Street Oval,3958,50,Susan ,Street,ELTHAM,3095,21 H6,,-37.719712,145.143718,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25957,NILLUM11058,Australian Rules Football,1.00,Grass,26 - 50 Years,2. Poor,,"Female, Male","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Toilets (Disabled), Toilets (Outdoor - Public)",,"50 Susan  Street, ELTHAM 3095",21 H6
NILLUM11062,Nillumbik Shire Council,Yarrambat War Memorial Park,3963,448,Ironbark,Road,YARRAMBAT,3091,184 G8,,-37.638142,145.136569,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Changerooms, Playing Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",25964,NILLUM11062,Australian Rules Football,1.00,Grass,26 - 50 Years,1. Very Poor,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public)",,"448 Ironbark Road, YARRAMBAT 3091",184 G8
NILLUM11039,Nillumbik Shire Council,Diamond Valley Sports and Fitness Centre,3935,,Civic,Drive,GREENSBOROUGH  ,3088,11 A10,,-37.688252,145.108263,Local Government Owned,Both,A regional facility that serves the needs of the residents of a number of council areas,FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25911,NILLUM11039,Badminton,6.00,Wooden Gymnasium,,2. Poor,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Childcare Facilities, Grandstand, Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",," Civic Drive, GREENSBOROUGH   3088",11 A10
NILLUM11041,Nillumbik Shire Council,Eltham Leisure Centre,3938,40,Brougham,Street,ELTHAM,3095,21 H7,,-37.723284,145.141748,Local Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25920,NILLUM11041,Badminton,2.00,Wooden Gymnasium,26 - 50 Years,1. Very Poor,,"Female, Male","Canteen / Kiosk, Toilets (Disabled), Toilets (Unisex), Trainers / Medical Facilities",,"40 Brougham Street, ELTHAM 3095",21 H7
NILLUM11029,Nillumbik Shire Council,Campbell Street Reserve  ,2661,50,Challenger,Street,DIAMOND CREEK,3089,11 K7,,-37.679126,145.149238,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Playing Areas, Spectator Areas",25892,NILLUM11029,Baseball,1.00,Grass,11 - 25 Years,2. Poor,,"Female, Male","Canteen / Kiosk, Parking Bay(s) for the disabled, Toilets (Outdoor - Public)",,"50 Challenger Street, DIAMOND CREEK 3089",11 K7
NILLUM11060,Nillumbik Shire Council,Wattle Glen War Memorial Park,3960,137,Wilson,Road,WATTLE GLEN,3096,12 G2,,-37.659604,145.180031,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Playing Areas, Sports Pavilion / Clubrooms",25961,NILLUM11060,Baseball,1.00,Grass,26 - 50 Years,2. Poor,,"Female, Male","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",,"137 Wilson Road, WATTLE GLEN 3096",12 G2
NILLUM11030,Nillumbik Shire Council,Community Bank Stadium,2662,163,Main Hurstbridge ,Road,DIAMOND CREEK,3089,12 D6,,-37.673866,145.166055,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",25895,NILLUM11030,Basketball,3.00,Wooden Gymnasium,0 - 5 Years,5. Very Good,,"Female, Male, Unisex","Canteen / Kiosk, Community Meeting Area, Grandstand, Office Facilities, Parking Bay(s) for the disabled, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",,"163 Main Hurstbridge  Road, DIAMOND CREEK 3089",12 D6
NILLUM11034,Nillumbik Shire Council,Diamond Creek Community Centre,3930,,Main Hurstbridge ,Road,DIAMOND CREEK,3089,12 A6,,-37.674475,145.155899,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Changerooms, Parking, Playing Areas",25903,NILLUM11034,Basketball,1.00,Wooden Gymnasium,26 - 50 Years,2. Poor,,"Female, Male","Canteen / Kiosk, Childcare Facilities, Community Meeting Area, Office Facilities, Toilets (Disabled), Toilets (Unisex)",," Main Hurstbridge  Road, DIAMOND CREEK 3089",12 A6
NILLUM11039,Nillumbik Shire Council,Diamond Valley Sports and Fitness Centre,3935,,Civic,Drive,GREENSBOROUGH  ,3088,11 A10,,-37.688252,145.108263,Local Government Owned,Both,A regional facility that serves the needs of the residents of a number of council areas,FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25912,NILLUM11039,Basketball,6.00,Wooden Gymnasium,,2. Poor,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Childcare Facilities, Grandstand, Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms)",," Civic Drive, GREENSBOROUGH   3088",11 A10
NILLUM11041,Nillumbik Shire Council,Eltham Leisure Centre,3938,40,Brougham,Street,ELTHAM,3095,21 H7,,-37.723284,145.141748,Local Government Owned,Both,A municipality facility that serves the whole of a council area,FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25921,NILLUM11041,Basketball,2.00,Wooden Gymnasium,26 - 50 Years,1. Very Poor,,"Female, Male","Canteen / Kiosk, Toilets (Disabled), Toilets (Unisex), Trainers / Medical Facilities",,"40 Brougham Street, ELTHAM 3095",21 H7
NILLUM11024,Nillumbik Shire Council,AE Cracknell Reserve ,2656,18,Bishops,Road,PANTON HILL  ,3759,263 K9,,-37.643022,145.240376,Local Government Owned,Both,"A district facility that serves part of, but not the whole of, a council area",FALSE,"Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25884,NILLUM11024,Cricket,2.00,Synthetic Pitch,11 - 25 Years,3. Average,,Unisex,"Flood Lighting (100 + Lux), Same as above",,"18 Bishops Road, PANTON HILL   3759",263 K9
NILLUM11025,Nillumbik Shire Council,Arthurs Creek Oval  ,2657,825,Hurstbridge-Arthurs Creek ,Road,ARTHURS CREEK  ,3089,393 C5,,-37.584637,145.205802,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Playing Areas",25886,NILLUM11025,Cricket,1.00,Synthetic Pitch,11 - 25 Years,3. Average,,,Toilets (Outdoor - Public),0.00,"825 Hurstbridge-Arthurs Creek  Road, ARTHURS CREEK   3089",393 C5
NILLUM11027,Nillumbik Shire Council,Ben Frilay Oval ,2659,36,Graysharps,Road,HURSTBRIDGE  ,3099,185 J8,,-37.639705,145.189896,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Canteen / Kiosk, Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms, Unisex Toilet(s)",25889,NILLUM11027,Cricket,1.00,Synthetic Pitch,26 - 50 Years,3. Average,N/A,"Female, Male","Canteen / Kiosk, Flood Lighting (100 + Lux), Liquor License / Bar, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",,"36 Graysharps Road, HURSTBRIDGE   3099",185 J8
NILLUM11029,Nillumbik Shire Council,Campbell Street Reserve  ,2661,50,Challenger,Street,DIAMOND CREEK,3089,11 K7,,-37.679126,145.149238,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Parking, Playing Areas, Spectator Areas",25893,NILLUM11029,Cricket,1.00,Synthetic Pitch,11 - 25 Years,2. Poor,,"Female, Male","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Parking Bay(s) for the disabled, Toilets (Outdoor - Public)",,"50 Challenger Street, DIAMOND CREEK 3089",11 K7
NILLUM11032,Nillumbik Shire Council,Coventry Oval  ,3928,1,Elizabeth,Street,DIAMOND CREEK,3089,12 A5,,-37.672239,145.155059,Local Government Owned,Both,"A local facility that serves a small rural locality, township, neighbourhood or suburb",FALSE,"Changerooms, Parking, Playing Areas, Spectator Areas, Sports Pavilion / Clubrooms",25900,NILLUM11032,Cricket,1.00,Synthetic Pitch,26 - 50 Years,2. Poor,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (100 + Lux), Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",,"1 Elizabeth Street, DIAMOND CREEK 3089",12 A5
